27.9;Habitual;Matutino;Despejado;Coche;Buena;Laboral;Carretera;24
3.8;Habitual;Matutino;Despejado;Coche;Buena;Laboral;Carretera;7
10.2;Habitual;Matutino;Despejado;Coche;Buena;Laboral;Carretera;13
12.3;Habitual;Matutino;Despejado;Coche;Buena;Laboral;Carretera;12
32.4;Habitual;Matutino;Despejado;Coche;Buena;Laboral;Carretera;24
14.4;Habitual;Matutino;Despejado;Coche;Buena;Laboral;Carretera;15
12.3;Habitual;Matutino;Despejado;Coche;Buena;Laboral;Carretera;26
83.6;Habitual;Matutino;Despejado;Coche;Buena;Laboral;Carretera;54
13.9;Habitual;Matutino;Despejado;Coche;Buena;Laboral;Carretera;13
7.1;Habitual;Matutino;Despejado;Coche;Buena;Laboral;Carretera;11
36.7;Habitual;Matutino;Despejado;Coche;Buena;Laboral;Carretera;30
7.5;Habitual;Matutino;Despejado;Coche;Buena;Laboral;Carretera;9
11.9;Habitual;Matutino;Despejado;Coche;Buena;Laboral;Carretera;15
21.1;Habitual;Matutino;Despejado;Coche;Buena;Laboral;Carretera;18
35.6;Habitual;Matutino;Despejado;Coche;Buena;Laboral;Carretera;30
9.2;Habitual;Matutino;Despejado;Coche;Buena;Laboral;Carretera;16
11.6;Habitual;Matutino;Despejado;Coche;Buena;Laboral;Carretera;13
82.8;Habitual;Matutino;Despejado;Coche;Buena;Laboral;Carretera;52
22.6;Habitual;Matutino;Despejado;Coche;Buena;Laboral;Carretera;19
15.8;Habitual;Matutino;Despejado;Coche;Buena;Laboral;Carretera;17
27.9;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;37
3.8;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;15
10.2;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;24
12.3;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;22
32.4;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;36
14.4;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;25
12.3;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;35
83.6;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;70
13.9;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;20
7.1;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;18
36.7;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;45
7.5;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;16
11.9;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;24
21.1;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;30
35.6;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;45
9.2;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;28
11.6;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;22
82.8;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;74
22.6;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;29
15.8;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;28
27.9;Alto;Matutino;Despejado;Coche;Buena;no;Carretera;33
3.8;Alto;Matutino;Despejado;Coche;Buena;no;Carretera;11
10.2;Alto;Matutino;Despejado;Coche;Buena;no;Carretera;20
12.3;Alto;Matutino;Despejado;Coche;Buena;no;Carretera;18
32.4;Alto;Matutino;Despejado;Coche;Buena;no;Carretera;30
14.4;Alto;Matutino;Despejado;Coche;Buena;no;Carretera;20
12.3;Alto;Matutino;Despejado;Coche;Buena;no;Carretera;30
83.6;Alto;Matutino;Despejado;Coche;Buena;no;Carretera;56
13.9;Alto;Matutino;Despejado;Coche;Buena;no;Carretera;16
7.1;Alto;Matutino;Despejado;Coche;Buena;no;Carretera;14
36.7;Alto;Matutino;Despejado;Coche;Buena;no;Carretera;39
7.5;Alto;Matutino;Despejado;Coche;Buena;no;Carretera;12
11.9;Alto;Matutino;Despejado;Coche;Buena;no;Carretera;20
21.1;Alto;Matutino;Despejado;Coche;Buena;no;Carretera;24
35.6;Alto;Matutino;Despejado;Coche;Buena;no;Carretera;38
9.2;Alto;Matutino;Despejado;Coche;Buena;no;Carretera;22
11.6;Alto;Matutino;Despejado;Coche;Buena;no;Carretera;18
82.8;Alto;Matutino;Despejado;Coche;Buena;no;Carretera;63
22.6;Alto;Matutino;Despejado;Coche;Buena;no;Carretera;20
15.8;Alto;Matutino;Despejado;Coche;Buena;no;Carretera;23
27.9;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;20
3.8;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;5
10.2;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;10
12.3;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;9
32.4;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;20
14.4;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;11
12.3;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;22
83.6;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;46
13.9;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;9
7.1;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;8
36.7;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;23
7.5;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;8
11.9;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;12
21.1;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;14
35.6;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;25
9.2;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;12
11.6;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;11
82.8;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;45
22.6;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;16
15.8;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;13
27.9;Alto;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;33
3.8;Alto;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;13
10.2;Alto;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;20
12.3;Alto;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;23
32.4;Alto;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;30
14.4;Alto;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;20
12.3;Alto;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;32
83.6;Alto;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;60
13.9;Alto;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;18
7.1;Alto;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;17
36.7;Alto;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;32
7.5;Alto;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;16
11.9;Alto;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;22
21.1;Alto;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;25
35.6;Alto;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;34
9.2;Alto;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;20
11.6;Alto;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;27
82.8;Alto;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;72
22.6;Alto;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;30
15.8;Alto;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;28
27.9;Habitual;Matutino;Despejado;Coche;Baja;Laboral;Carretera;26
3.8;Habitual;Matutino;Despejado;Coche;Baja;Laboral;Carretera;9
10.2;Habitual;Matutino;Despejado;Coche;Baja;Laboral;Carretera;15
12.3;Habitual;Matutino;Despejado;Coche;Baja;Laboral;Carretera;14
32.4;Habitual;Matutino;Despejado;Coche;Baja;Laboral;Carretera;28
14.4;Habitual;Matutino;Despejado;Coche;Baja;Laboral;Carretera;18
12.3;Habitual;Matutino;Despejado;Coche;Baja;Laboral;Carretera;31
83.6;Habitual;Matutino;Despejado;Coche;Baja;Laboral;Carretera;60
13.9;Habitual;Matutino;Despejado;Coche;Baja;Laboral;Carretera;18
7.1;Habitual;Matutino;Despejado;Coche;Baja;Laboral;Carretera;15
36.7;Habitual;Matutino;Despejado;Coche;Baja;Laboral;Carretera;37
7.5;Habitual;Matutino;Despejado;Coche;Baja;Laboral;Carretera;13
11.9;Habitual;Matutino;Despejado;Coche;Baja;Laboral;Carretera;19
21.1;Habitual;Matutino;Despejado;Coche;Baja;Laboral;Carretera;25
35.6;Habitual;Matutino;Despejado;Coche;Baja;Laboral;Carretera;37
9.2;Habitual;Matutino;Despejado;Coche;Baja;Laboral;Carretera;22
11.6;Habitual;Matutino;Despejado;Coche;Baja;Laboral;Carretera;16
82.8;Habitual;Matutino;Despejado;Coche;Baja;Laboral;Carretera;63
22.6;Habitual;Matutino;Despejado;Coche;Baja;Laboral;Carretera;24
15.8;Habitual;Matutino;Despejado;Coche;Baja;Laboral;Carretera;21
27.9;Alto;MediaJornada;Tormentoso;Coche;Baja;Laboral;Carretera;38
3.8;Alto;MediaJornada;Tormentoso;Coche;Baja;Laboral;Carretera;20
10.2;Alto;MediaJornada;Tormentoso;Coche;Baja;Laboral;Carretera;27
12.3;Alto;MediaJornada;Tormentoso;Coche;Baja;Laboral;Carretera;29
32.4;Alto;MediaJornada;Tormentoso;Coche;Baja;Laboral;Carretera;37
14.4;Alto;MediaJornada;Tormentoso;Coche;Baja;Laboral;Carretera;28
12.3;Alto;MediaJornada;Tormentoso;Coche;Baja;Laboral;Carretera;40
83.6;Alto;MediaJornada;Tormentoso;Coche;Baja;Laboral;Carretera;79
13.9;Alto;MediaJornada;Tormentoso;Coche;Baja;Laboral;Carretera;29
7.1;Alto;MediaJornada;Tormentoso;Coche;Baja;Laboral;Carretera;28
36.7;Alto;MediaJornada;Tormentoso;Coche;Baja;Laboral;Carretera;48
7.5;Alto;MediaJornada;Tormentoso;Coche;Baja;Laboral;Carretera;20
11.9;Alto;MediaJornada;Tormentoso;Coche;Baja;Laboral;Carretera;30
21.1;Alto;MediaJornada;Tormentoso;Coche;Baja;Laboral;Carretera;32
35.6;Alto;MediaJornada;Tormentoso;Coche;Baja;Laboral;Carretera;50
9.2;Alto;MediaJornada;Tormentoso;Coche;Baja;Laboral;Carretera;30
11.6;Alto;MediaJornada;Tormentoso;Coche;Baja;Laboral;Carretera;29
82.8;Alto;MediaJornada;Tormentoso;Coche;Baja;Laboral;Carretera;81
22.6;Alto;MediaJornada;Tormentoso;Coche;Baja;Laboral;Carretera;31
15.8;Alto;MediaJornada;Tormentoso;Coche;Baja;Laboral;Carretera;34
