75;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;48;
75;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;47;
75;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;44;
75;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;44;
75;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;42;
75;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;49;
75;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;50;
75;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;52;
75;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;48;
75;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;44;
75;Habitual;MediaJornada;Despejado;Coche;Buena;Finde;Carretera;32;
75;Habitual;MediaJornada;Despejado;Coche;Buena;Finde;Carretera;30;
75;Habitual;MediaJornada;Despejado;Coche;Buena;Finde;Carretera;38;
75;Habitual;MediaJornada;Despejado;Coche;Buena;Finde;Carretera;40;
75;Habitual;MediaJornada;Despejado;Coche;Buena;Finde;Carretera;41;
75;Habitual;MediaJornada;Despejado;Coche;Buena;Finde;Carretera;42;
75;Habitual;MediaJornada;Despejado;Coche;Buena;Finde;Carretera;45;
75;Alto;MediaJornada;Despejado;Coche;Buena;Finde;Carretera;43;
75;Alto;MediaJornada;Nublado;Coche;Buena;Finde;Carretera;39;
75;Alto;MediaJornada;Nublado;Coche;Buena;Finde;Carretera;45;
75;Alto;Matutino;Nublado;Coche;Buena;Finde;Carretera;48;
75;Alto;Matutino;Nublado;Coche;Buena;Finde;Carretera;38;
75;Alto;Matutino;Nublado;Coche;Buena;Finde;Carretera;36;
75;Alto;Matutino;Nublado;Coche;Buena;Finde;Carretera;43;
75;Alto;Matutino;Nublado;Coche;Buena;Finde;Carretera;40;
75;Alto;Matutino;Nublado;Coche;Buena;Finde;Carretera;37;
75;Alto;Matutino;Nublado;Coche;Buena;Finde;Carretera;41;
75;Alto;Matutino;Nublado;Coche;Buena;Finde;Carretera;42;
75;Alto;Matutino;Nublado;Coche;Buena;Finde;Carretera;44;
75;Alto;Matutino;Nublado;Coche;Buena;Finde;Carretera;45;
75;Alto;Tarde;Nublado;Coche;Buena;Finde;Carretera;55;
75;Alto;Tarde;Nublado;Coche;Buena;Finde;Carretera;57;
75;Alto;Tarde;Nublado;Coche;Buena;Finde;Carretera;56;
75;Alto;Tarde;Nublado;Coche;Buena;Finde;Carretera;45;
75;Habitual;Tarde;Nublado;Coche;Buena;Finde;Carretera;46;
75;Habitual;Tarde;Nublado;Coche;Buena;Finde;Carretera;48;
75;Habitual;Tarde;Nublado;Coche;Buena;Finde;Carretera;49;
75;Habitual;Tarde;Nublado;Coche;Buena;Finde;Carretera;50;
75;Habitual;Tarde;Tormentoso;Coche;Buena;Finde;Carretera;56;
75;Habitual;Tarde;Tormentoso;Coche;Buena;Finde;Carretera;58;
75;Habitual;Noche;Tormentoso;Coche;Buena;Finde;Carretera;46;
75;Habitual;Noche;Tormentoso;Coche;Buena;Finde;Carretera;45;
75;Habitual;Noche;Tormentoso;Coche;Buena;Finde;Carretera;50;
75;Habitual;Noche;Tormentoso;Coche;Buena;Finde;Carretera;51;
75;Habitual;Noche;Tormentoso;Coche;Buena;Finde;Carretera;45;
75;Habitual;Noche;Tormentoso;Coche;Buena;Finde;Carretera;44;
75;Habitual;Noche;Tormentoso;Coche;Buena;Finde;Carretera;43;
75;Habitual;Noche;Tormentoso;Coche;Buena;Finde;Carretera;41;
75;Habitual;Noche;Tormentoso;Coche;Buena;Finde;Carretera;47;
75;Habitual;Noche;Tormentoso;Coche;Buena;Finde;Carretera;45;
75;Habitual;Noche;Tormentoso;Coche;Buena;Finde;Carretera;45;
30;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;26;
30;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;27;
30;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;29;
30;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;28;
30;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;25;
30;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;29;
30;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;33;
30;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;31;
30;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;27;
30;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;26;
30;Habitual;MediaJornada;Despejado;Coche;Buena;Laboral;Carretera;30;
30;Habitual;MediaJornada;Despejado;Coche;Buena;Laboral;Carretera;32;
30;Habitual;MediaJornada;Despejado;Coche;Buena;Laboral;Carretera;35;
30;Habitual;MediaJornada;Despejado;Coche;Buena;Laboral;Carretera;27;
30;Habitual;MediaJornada;Despejado;Coche;Buena;Laboral;Carretera;25;
30;Habitual;MediaJornada;Despejado;Coche;Buena;Laboral;Carretera;26;
30;Habitual;MediaJornada;Despejado;Coche;Buena;Laboral;Carretera;33;
30;Habitual;MediaJornada;Despejado;Coche;Buena;Laboral;Carretera;28;
30;Habitual;MediaJornada;Despejado;Coche;Buena;Laboral;Carretera;29;
30;Habitual;MediaJornada;Despejado;Coche;Buena;Laboral;Carretera;27;
30;Habitual;Matutino;Nublado;Coche;Buena;Laboral;Carretera;30;
30;Habitual;Matutino;Nublado;Coche;Buena;Laboral;Carretera;31;
30;Habitual;Matutino;Nublado;Coche;Buena;Laboral;Carretera;33;
30;Habitual;Matutino;Nublado;Coche;Buena;Laboral;Carretera;34;
30;Habitual;Matutino;Tormentoso;Coche;Buena;Laboral;Carretera;38;
30;Habitual;Matutino;Tormentoso;Coche;Buena;Laboral;Carretera;35;
30;Habitual;Matutino;Tormentoso;Coche;Buena;Laboral;Carretera;29;
30;Habitual;Matutino;Tormentoso;Coche;Buena;Laboral;Carretera;36;
30;Habitual;Matutino;Nublado;Coche;Buena;Laboral;Carretera;25;
30;Habitual;Matutino;Nublado;Coche;Buena;Laboral;Carretera;29;
30;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;30;
30;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;31;
30;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;26;
30;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;25;
30;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;26;
30;Habitual;Noche;Nublado;Coche;Buena;Laboral;Carretera;27;
30;Habitual;Noche;Tormentoso;Coche;Buena;Laboral;Carretera;29;
30;Habitual;Noche;Tormentoso;Coche;Buena;Finde;Carretera;30;
30;Habitual;Noche;Tormentoso;Coche;Buena;Finde;Carretera;32;
30;Habitual;Noche;Tormentoso;Coche;Buena;Finde;Carretera;33;
30;Habitual;Noche;Tormentoso;Coche;Buena;Finde;Carretera;34;
30;Habitual;Noche;Despejado;Coche;Buena;Finde;Carretera;24;
30;Habitual;Noche;Despejado;Coche;Buena;Finde;Carretera;26;
30;Habitual;Noche;Despejado;Coche;Buena;Finde;Carretera;22;
30;Habitual;Noche;Despejado;Coche;Buena;Finde;Carretera;24;
30;Habitual;Noche;Despejado;Coche;Buena;Finde;Carretera;21;
30;Alto;Manana;Despejado;Coche;Buena;Finde;Carretera;29;
30;Alto;Manana;Despejado;Coche;Buena;Finde;Carretera;31;
30;Alto;Manana;Despejado;Coche;Buena;Finde;Carretera;34;
30;Alto;Manana;Nublado;Coche;Buena;Finde;Carretera;40;
30;Alto;Manana;Nublado;Coche;Buena;Finde;Carretera;38;
30;Alto;Manana;Nublado;Coche;Buena;Finde;Carretera;35;
30;Alto;Manana;Nublado;Coche;Buena;Finde;Carretera;45;
30;Alto;MediaJornada;Nublado;Coche;Buena;Finde;Carretera;30;
30;Alto;MediaJornada;Nublado;Coche;Buena;Finde;Carretera;31;
30;Alto;MediaJornada;Nublado;Coche;Buena;Finde;Carretera;32;
30;Alto;MediaJornada;Tormentoso;Coche;Buena;Finde;Carretera;33;
30;Alto;MediaJornada;Tormentoso;Coche;Buena;Finde;Carretera;38;
30;Alto;MediaJornada;Tormentoso;Coche;Buena;Finde;Carretera;42;
30;Alto;MediaJornada;Tormentoso;Coche;Buena;Finde;Carretera;40;
30;Alto;Matutino;Tormentoso;Coche;Buena;Finde;Carretera;42;
30;Alto;Matutino;Tormentoso;Coche;Buena;Finde;Carretera;44;
30;Alto;Matutino;Tormentoso;Coche;Buena;Finde;Carretera;45;
30;Alto;Matutino;Tormentoso;Coche;Buena;Finde;Carretera;39;
30;Alto;Matutino;Tormentoso;Coche;Buena;Finde;Carretera;50;
30;Alto;Matutino;Tormentoso;Coche;Buena;Finde;Carretera;48;
30;Alto;Tarde;Tormentoso;Coche;Buena;Finde;Carretera;43;
30;Alto;Tarde;Nublado;Coche;Buena;Finde;Carretera;38;
30;Alto;Tarde;Nublado;Coche;Buena;Finde;Carretera;35;
30;Alto;Tarde;Nublado;Coche;Buena;Finde;Carretera;38;
30;Alto;Tarde;Nublado;Coche;Buena;Finde;Carretera;38;
30;Alto;Tarde;Nublado;Coche;Buena;Finde;Carretera;36;
30;Alto;Tarde;Nublado;Coche;Buena;Finde;Carretera;33;
30;Alto;Noche;Nublado;Coche;Buena;Finde;Carretera;30;
30;Alto;Noche;Nublado;Coche;Buena;Finde;Carretera;32;
30;Alto;Noche;Nublado;Coche;Buena;Finde;Carretera;31;
30;Habitual;Noche;Nublado;Coche;Buena;Finde;Carretera;25;
30;Habitual;Noche;Nublado;Coche;Buena;Finde;Carretera;22;
30;Habitual;Noche;Nublado;Coche;Buena;Finde;Carretera;28;
30;Habitual;Noche;Nublado;Coche;Buena;Finde;Carretera;25;
30;Habitual;Noche;Nublado;Coche;Buena;Finde;Carretera;26;
10;Habitual;MediaJornada;Despejado;Coche;Buena;Laboral;Carretera;39;
10;Habitual;MediaJornada;Despejado;Coche;Buena;Laboral;Carretera;40;
10;Habitual;MediaJornada;Despejado;Coche;Buena;Laboral;Carretera;41;
10;Habitual;MediaJornada;Despejado;Coche;Buena;Laboral;Carretera;42;
10;Habitual;MediaJornada;Despejado;Coche;Buena;Laboral;Carretera;43;
10;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;44;
10;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;45;
10;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;46;
10;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;47;
10;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;48;
10;Habitual;Manana;Despejado;Coche;Buena;Laboral;Carretera;49;
10;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;50;
10;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;51;
10;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;52;
10;Alto;Matutino;Despejado;Coche;Buena;Laboral;Carretera;53;
10;Alto;Tarde;Despejado;Coche;Buena;Laboral;Carretera;54;
10;Alto;Tarde;Despejado;Coche;Buena;Laboral;Carretera;55;
10;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;56;
10;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;57;
10;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;58;
10;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;59;
10;Habitual;Noche;Despejado;Coche;Buena;Laboral;Carretera;60;
