12.3;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;13
10.2;Medio;Manana;Nublado;Coche;Buena;Laboral;Carretera;16
16.5;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;24
26.9;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;27
27.9;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;27
48.1;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;45
61.8;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;62
71.7;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;80
102;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;73
83.6;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;57
77.9;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;54
77.9;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;54
78.5;HAbitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;57
65.9;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;53
62.7;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;47
46;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;34
29.1;HAbitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;27
18.9;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;23
19;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;27
33.1;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;53
19.4;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;29
28.6;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;30
17.5;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;18
14.5;Habitual;Manana;Nublado;Coche;Buena;Laboral;Carretera;17
26.9;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;33
8.9;Bajo;Tarde;Nublado;Coche;Buena;Laboral;Carretera;14
25.7;Medio;Tarde;Nublado;Coche;Buena;Laboral;Carretera;40
11.4;Bajo;Tarde;Nublado;Coche;Buena;Laboral;Carretera;19
27.1;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;25
12.3;Bajo;Tarde;Nublado;Coche;Buena;Laboral;Carretera;16
33.2;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;28
38.8;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;30
43.1;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;34
72.4;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;55
62.7;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;48
62.4;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;43
68.1;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;52
78.5;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;58
83.8;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;74
97.1;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;67
97.1;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;67
103;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;70
52;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;48
7;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;13
8;Alto;Tarde;Nublado;Coche;Buena;Laboral;Carretera;12
14;Medio;Tarde;Nublado;Coche;Buena;Laboral;Carretera;15
18;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;26
4;Medio;Tarde;Nublado;Coche;Buena;Laboral;Carretera;13
11;Medio;Tarde;Nublado;Coche;Buena;Laboral;Carretera;25
14;Bajo;Tarde;Nublado;Coche;Buena;Laboral;Carretera;23
9;Medio;Tarde;Nublado;Coche;Buena;Laboral;Carretera;14
8;Alto;Tarde;Nublado;Coche;Buena;Laboral;Carretera;13
7;Medio;Tarde;Nublado;Coche;Buena;Laboral;Carretera;14
13;Medio;Tarde;Nublado;Coche;Buena;Laboral;Carretera;16
18;Medio;Tarde;Nublado;Coche;Buena;Laboral;Carretera;27
41;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;36
10;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;17
14;Medio;Tarde;Nublado;Coche;Buena;Laboral;Carretera;21
6;Alto;Tarde;Nublado;Coche;Buena;Laboral;Carretera;15
27;Medio;Tarde;Nublado;Coche;Buena;Laboral;Carretera;27
12.3;Medio;Tarde;Nublado;Coche;Buena;Laboral;Carretera;15
10.2;Medio;Tarde;Nublado;Coche;Buena;Laboral;Carretera;16
16.5;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;25
26.9;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;26
27.9;Medio;Tarde;Nublado;Coche;Buena;Laboral;Carretera;27
48.1;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;45
61.8;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;62
71.7;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;79
102;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;73
83.6;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;57
77.9;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;54
77.9;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;54
78.5;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;58
65.9;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;50
62.7;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;48
46;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;34
29.1;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;27
18.9;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;23
19;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;28
33.1;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;54
19.4;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;30
28.6;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;31
17.5;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;18
14.5;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;17
26.9;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;31
8.9;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;14
37.5;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;62
25.7;Medio;Tarde;Nublado;Coche;Buena;Laboral;Carretera;42
11.4;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;19
27.1;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;25
12.3;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;16
33.2;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;27
38.8;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;29
43.1;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;33
72.4;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;53
62.7;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;48
62.4;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;42
68.1;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;51
78.5;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;57
83.8;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;72
97.1;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;67
97.1;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;67
103;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;70
52;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;47
7;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;12
8;Medio;Tarde;Nublado;Coche;Buena;Laboral;Carretera;11
14;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;14
18;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;24
4;Medio;Tarde;Nublado;Coche;Buena;Laboral;Carretera;12
11;Medio;Tarde;Nublado;Coche;Buena;Laboral;Carretera;22
14;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;23
9;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;13
8;Medio;Tarde;Nublado;Coche;Buena;Laboral;Carretera;12
7;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;12
13;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;15
18;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;26
41;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;36
10;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;41
14;Habitual;Tarde;Nublado;Coche;Buena;Laboral;Carretera;19
6;Medio;Tarde;Nublado;Coche;Buena;Laboral;Carretera;10
